car_id,mileage,tax,mpg,engine_size,paint_quality,previous_owners,brand,model,transmission,fuel_type,year,has_damage
6176,24756.0,125.0,87.55,1.4,45.0,3,Audi,Q2,Manual,Petrol,2017,False
49661,59023.0,95.0,72.4,1.6,34.0,0,Skoda,Octavia,Manual,Diesel,2017,False
11840,13778.0,95.0,68.16358837553352,1.5,69.0,1,BMW,1 Series,Manual,Petrol,2016,False
29392,60106.0,125.0,60.1,2.0,94.0,1,Ford,Kuga,Manual,Diesel,2015,False
57999,16100.0,95.0,54.3,1.4,53.0,1,Opel,Corsa,Manual,Petrol,2016,False
64704,8368.0,150.0,44.8,1.2,81.0,3,Opel,Crossland X,Semi-Auto,Petrol,2019,False
44900,32484.0,95.0,67.3,2.1,56.0,3,Mercedes,GLA-Class,Manual,Diesel,2017,False
42722,21055.0,150.0,33.6,3.0,50.0,3,Mercedes,E-Class,Semi-Auto,Petrol,2017,False
45447,44086.0,125.0,60.1,2.1,71.0,3,Mercedes,C-Class,Automatic,Diesel,2015,False
59419,34758.0,160.0,47.1,1.4,75.0,2,Opel,GTC,Manual,Petrol,2015,False
23355,8151.0,150.0,58.9,1.0,92.0,0,Ford,Fiesta,Manual,Petrol,2018,False
43671,999.0,145.0,70.6,2.0,94.0,0,Mercedes,E-Class,Automatic,Diesel,2019,False
1399,2901.0,145.0,33.2,2.0,91.0,4,Audi,Q2,Automatic,Petrol,2019,False
24211,9504.0,129.0,55.92999999999999,1.5,61.0,2,Ford,Focus,Manual,Diesel,2019,False
42286,24175.0,133.75,56.345474477203354,3.2,93.0,2,Mercedes,C-Class,Semi-Auto,Petrol,2014,False
43360,21443.0,139.75,55.34047447720336,1.6,33.0,3,Mercedes,C-Class,Manual,Diesel,2016,False
23659,20850.0,127.0,59.625,1.0,77.0,2,Ford,,Automatic,Petrol,2019,False
43993,14269.0,132.5,54.68547447720336,1.605,92.0,3,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
48827,17384.0,95.0,68.9,1.0,39.0,1,Skoda,Citigo,Manual,Petrol,2015,False
15499,10737.0,145.5,59.44250000000001,1.5,46.0,0,Ford,Focus,Manual,Diesel,2019,False
6092,17889.0,145.0,34.0,2.5,70.0,0,Audi,RS3,Semi-Auto,Petrol,2017,False
28329,22334.0,136.75,56.15,2.0,44.0,0,Ford,Focus,Manual,Petrol,2018,0
68417,3698.0,145.0,48.7,1.5,93.0,2,VW,,Automatic,Petrol,2019,False
70335,17000.0,150.0,60.1,1.2,72.0,2,VW,Polo,Manual,Petrol,2017,False
57820,4067.0,95.0,55.4,1.4,42.0,3,Opel,Corsa,Manual,Petrol,2017,False
18075,60351.0,95.0,54.3,1.2,40.0,2,Ford,Fiesta,Manual,Petrol,2013,False
49572,5234.0,145.0,49.6,1.0,52.0,2,Skoda,Scala,Manual,Petrol,2020,False
10147,45191.0,125.0,56.832499999999996,2.0,83.0,1,BMW,3 Series,Semi-Auto,Diesel,2015,False
20310,7959.0,145.0,38.2,2.0,62.0,2,Ford,Kuga,Manual,Diesel,2019,False
61051,37632.0,125.0,51.4,1.4,98.0,1,Opel,Astra,Manual,Petrol,2017,False
48547,17014.0,145.0,21.549999999999997,1.0,69.0,4,Skoda,Fabia,Manual,,2018,False
45606,283.0,145.75,52.95,1.6,42.0,0,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
45605,3999.0,145.0,26.4,3.0,58.0,0,Mercedes,GLC-Class,Semi-Auto,Petrol,2020,False
10806,27016.0,95.0,87.55,2.0,64.0,2,BMW,3 Series,Semi-Auto,Hybrid,2016,False
33991,2626.0,145.0,36.2,1.6,94.0,4,Hyundai,Tucson,Semi-Auto,Petrol,2019,False
17497,26482.0,138.25,55.79,1.5,77.0,0,Ford,Focus,Semi-Auto,Diesel,2017,False
64495,10801.0,145.0,43.5,1.4,85.0,0,Opel,Corsa,Manual,Petrol,2018,False
5565,35047.0,95.0,65.7,2.0,71.0,4,Audi,A6,Manual,Diesel,2016,False
36730,2838.0,145.0,42.2,2.0,97.0,3,Mercedes,,Semi-Auto,Petrol,2019,False
50578,15577.0,145.0,68.9,1.6,37.0,2,Skoda,Octavia,Manual,Diesel,2019,False
46390,6198.0,137.5,56.164999999999985,2.0,89.0,1,Mercedes,C-Class,Semi-Auto,Diesel,2018,False
56911,34927.0,95.0,55.4,1.4,86.0,1,Opel,Corsa,Manual,Petrol,2016,False
28614,23115.0,160.0,44.1,1.6,64.85,4,Ford,B-Max,Automatic,Petrol,2015,False
68012,895.0,145.0,52.3,2.0,89.0,4,VW,Golf,Automatic,Diesel,2020,False
40861,7351.0,145.0,40.4,2.0,35.0,0,Mercedes,C-Class,Automatic,Petrol,2018,False
32117,6996.0,145.0,87.55,2.0,43.0,1,Hyundai,i30,Manual,Petrol,2019,False
6597,27937.0,95.0,57.6,1.4,56.0,3,Audi,Unknown,Manual,Petrol,2017,False
49295,31600.0,95.0,60.1,1.2,98.0,4,Skoda,Rapid,Manual,Petrol,2017,False
15888,7560.0,125.0,51.4,1.0,56.0,1,Ford,Focus,Semi-Auto,Petrol,2017,False
53614,30505.0,95.0,78.5,1.8,69.0,0,Toyota,Auris,Automatic,Hybrid,2016,False
62403,32891.0,95.0,72.4,1.6,76.0,3,Opel,Astra,Manual,Diesel,2016,False
66706,34262.0,145.0,53.3,2.0,61.95,2,VW,,Unknown,Diesel,2016,False
54570,13838.0,135.0,74.3,1.8,81.0,0,Toyota,C-HR,Automatic,Hybrid,2018,False
26352,33095.0,145.0,65.7,1.0,88.0,3,Ford,Fiesta,Manual,Petrol,2018,False
40382,20044.0,145.0,61.4,2.0,72.0,4,Mercedes,E-Class,Semi-Auto,Diesel,2019,False
20764,49633.0,95.0,64.2,1.5,98.0,3,Ford,Grand C-Max,Manual,Diesel,2015,False
3887,100.0,145.0,47.9,2.0,36.0,2,Audi,A4,Automatic,Diesel,2019,False
18744,6596.0,145.0,47.9,1.2,87.0,4,Ford,Ka,Manual,Petrol,2019,False
29250,19660.0,145.0,60.1,2.0,69.0,1,Ford,Kuga,Manual,Diesel,2017,False
53667,6122.0,145.0,68.9,1.0,61.0,4,Toyota,AYGO,Manual,Petrol,2017,False
1376,50.0,145.0,42.2,2.0,93.0,1,Audi,Q3,Manual,Diesel,2020,False
38493,5611.0,145.0,48.7,2.9,73.0,2,Mercedes,CL-Class,Semi-Auto,Diesel,2018,False
43394,55154.0,95.0,65.7,1.6,44.0,1,Mercedes,C-Class,Manual,Diesel,2016,False
2977,51483.0,160.0,51.4,2.0,37.0,4,Audi,Q3,Semi-Auto,Diesel,2017,False
21265,42433.0,95.0,54.3,1.2,77.0,3,Ford,Fiesta,,Petrol,2015,False
68389,33269.0,95.0,64.2,1.0,86.0,2,VW,Up,Manual,Petrol,2017,False
58115,39000.0,140.0,49.6,1.4,98.0,2,Opel,Corsa,Automatic,Petrol,2011,False
38067,7534.0,145.0,67.3,2.0,58.0,1,Mercedes,E-Class,Semi-Auto,,2019,False
61458,31000.0,125.0,51.4,1.4,53.0,0,Opel,Astra,Manual,Petrol,2017,False
53151,22512.0,175.0,42.8,0.1628659545028228,93.0,2,Toyota,Verso,Automatic,Petrol,2017,False
23151,14113.0,95.0,64.2,1.5,81.0,1,Ford,C-Max,Automatic,Diesel,2016,False
41529,27287.0,125.0,53.3,2.0,64.0,0,Mercedes,C-Class,Automatic,Petrol,2017,False
17633,22517.0,95.0,65.7,1.0,97.0,0,Ford,Fiesta,Manual,Petrol,2016,False
12064,11258.0,145.0,64.2,2.0,60.0,3,,,Automatic,,2018,False
65807,1000.0,145.0,57.7,1.6,54.0,0,VW,Golf,Manual,Diesel,2019,False
11207,24999.0,175.0,39.8,3.0,86.0,3,BMW,1 Series,Semi-Auto,Petrol,2017,False
31791,14027.0,145.0,72.4,1.6,90.0,2,Hyundai,i30,Manual,,2017,False
45308,5002.0,145.0,44.8,2.0,65.0,2,Mercedes,GLC-Class,Semi-Auto,Diesel,2019,False
55467,34661.0,95.0,68.9,1.0,64.3,4,Toyota,AYGO,Manual,Petrol,2017,False
8284,22186.0,175.0,43.5,2.0,67.0,1,BMW,3 Series,Automatic,Petrol,2016,False
4432,44531.0,125.0,58.9,3.0,57.0,4,Audi,A4,Semi-Auto,Diesel,2016,False
61399,22500.0,145.0,53.3,1.2,64.0,1,Opel,Adam,Manual,Petrol,2017,False
64540,7191.0,160.0,43.5,1.4,43.0,4,Opel,Mokka X,Semi-Auto,Petrol,2017,False
18733,27064.0,142.75,48.7,1.5,43.0,4,Ford,Mondeo,Manual,Petrol,2017,False
24926,20636.0,150.0,55.4,1.1,69.35,1,Ford,Fiesta,Manual,Petrol,2019,False
37803,69941.0,128.25,58.4875,1.8,79.0,1,Mercedes,C-Class,Automatic,Petrol,2008,False
64958,17060.0,175.0,42.2,1.6949999999999998,89.0,0,Opel,Zafira,Manual,Petrol,2016,False
52188,8503.0,150.0,39.2,1.2,87.0,3,Toyota,Corolla,Manual,Petrol,2019,False
45377,24111.0,95.0,87.55,2.0,44.0,0,Mercedes,C-Class,Semi-Auto,Hybrid,2016,False
71624,68580.0,175.0,37.2,2.0,86.0,3,VW,Scirocco,Manual,Petrol,2012,False
30819,8949.0,145.0,65.7,1.0,46.0,4,Ford,Fiesta,Manual,Petrol,2018,False
39117,25296.0,95.0,61.4,2.1,73.0,0,Mercedes,C-Class,Semi-Auto,Diesel,2017,False
64293,2712.0,95.0,55.4,1.4,46.0,4,Opel,Corsa,Manual,Petrol,2017,False
63751,12158.0,125.0,53.3,1.2,96.0,2,Opel,Corsa,Manual,Petrol,2015,False
3629,18804.0,145.0,47.9,1.4,57.0,2,Audi,Q3,Semi-Auto,Petrol,2017,False
11824,53000.0,175.0,47.1,3.0,33.0,3,BMW,X5,Automatic,Diesel,2015,False
20171,19740.0,95.0,55.4,1.5381556599449042,50.0,0,Ford,B-Max,Manual,Petrol,2017,False
62467,100.0,145.0,43.5,1.4,59.0,1,Opel,Corsa,Manual,Petrol,2019,False
58369,32000.0,150.0,53.3,1.2,38.0,3,Opel,Adam,Manual,Petrol,2017,False
53284,29478.6,95.0,78.0,1.5,45.0,1,Toyota,Yaris,Unknown,Hybrid,2017,False
20192,5998.0,129.75,57.06500000000001,2.0,39.0,1,Ford,Focus,Automatic,Diesel,2019,False
13496,1007.0,135.0,87.55,2.0,34.0,4,BMW,5 Series,Semi-Auto,Hybrid,2019,False
25241,10444.0,145.0,60.1,1.0,89.0,3,Ford,Focus,Manual,Petrol,2018,False
61439,16773.0,145.0,49.6,1.4,30.0,4,Opel,Corsa,Manual,Petrol,2018,False
42681,56488.0,145.0,55.4,2.1,33.0,0,Mercedes,GLA-Class,Automatic,Diesel,2014,False
39788,22530.0,150.0,70.6,1.4949999999999999,85.0,3,Mercedes,SL-Class,Semi-Auto,Diesel,2017,False
49120,888.0,145.0,36.7,1.5,63.0,0,Skoda,,Semi-Auto,Petrol,2019,False
5396,65106.0,95.0,70.6,2.0,38.0,2,Audi,A4,Manual,Diesel,2016,False
51411,17290.0,145.0,68.9,1.0,35.0,4,Toyota,,Manual,Petrol,2018,False
68662,6000.0,140.0,61.4,2.0,32.0,3,VW,,Automatic,Diesel,2017,False
29174,17981.0,95.0,67.3,2.0,77.0,3,Ford,Focus,Manual,Diesel,2017,False
41774,3100.0,145.0,43.5,2.0,54.0,4,Mercedes,GLC-Class,Automatic,Diesel,2019,False
69999,2699.0,150.0,52.3,2.0,31.0,3,VW,Golf,Automatic,Diesel,2019,False
75884,3499.0,145.0,45.6,1.5,77.0,2,VW,Golf,Semi-Auto,,2020,False
3353,34396.0,145.0,52.3,2.0,41.0,0,Audi,Q3,Manual,Diesel,2016,False
15554,49089.0,124.25,56.975,1.0,71.0,1,Ford,Focus,Manual,Petrol,2016,False
65199,24641.0,125.0,51.4,1.4,62.0,0,Opel,Astra,Automatic,Petrol,2017,False
51792,53830.0,175.0,40.4,2.4,46.0,0,Toyota,Hilux,Manual,,2017,False
32216,26726.0,95.0,60.1,1.0,72.0,4,Hyundai,i10,Manual,Petrol,2014,False
8166,69020.0,125.0,57.6,2.0,94.0,4,BMW,X1,Unknown,Diesel,2013,False
14900,5633.0,145.0,49.6,2.0,62.0,0,BMW,2 Series,Semi-Auto,Diesel,2019,False
50773,69941.0,95.0,74.3,0.1914624239266638,85.0,3,Skoda,Octavia,Manual,Diesel,2016,False
69778,8067.0,145.0,32.8,2.0,32.0,1,VW,Golf,Automatic,Petrol,2019,False
30735,37897.0,145.0,64.2,1.1,66.0,4,Ford,Fiesta,Manual,Petrol,2018,False
4484,2364.0,145.0,37.2,2.0,63.0,0,Audi,A5,Manual,Petrol,2019,False
6288,43163.0,145.0,51.4,2.0,58.0,1,Audi,Q3,Semi-Auto,Diesel,2019,False
4147,1809.0,145.0,49.6,1.6,99.0,4,Audi,A3,Manual,Diesel,2019,False
74376,15931.0,95.0,62.8,2.0,97.0,0,VW,Golf,Semi-Auto,Diesel,2017,False
35483,6306.0,145.0,70.6,2.0,77.0,0,Mercedes,E-Class,Semi-Auto,Diesel,2019,False
43457,12054.0,145.0,67.3,2.1,42.0,0,Mercedes,C-Class,Automatic,Diesel,2018,False
12742,15989.0,145.0,54.3,2.0,89.0,1,BMW,X3,Semi-Auto,Diesel,2016,False
51201,4092.0,140.0,54.89344698041015,1.8,43.0,4,Toyota,,,Other,2019,False
1669,28319.0,145.0,67.3,1.6,79.0,3,Audi,A3,Manual,Diesel,2017,False
24591,13009.1,145.0,58.042974477203344,1.0,35.0,3,Ford,Focus,Manual,Petrol,2018,False
14548,9193.0,145.0,32.5,3.0,57.0,4,BMW,1 Series,Automatic,Petrol,2018,False
11175,6565.0,150.0,53.3,2.0,91.0,2,BMW,1 Series,Manual,Diesel,2020,False
21904,20163.0,95.0,65.7,1.0,95.0,1,Ford,Fiesta,Manual,Petrol,2013,False
51969,19404.0,135.0,74.3,1.8,99.0,1,Toyota,C-HR,Automatic,Hybrid,2018,False
42774,19780.0,95.0,61.4,2.0,78.0,4,Mercedes,E-Class,Semi-Auto,Diesel,2017,False
55791,9484.0,145.0,57.7,1.0,93.0,4,Toyota,AYGO,Manual,Petrol,2019,False
55455,47026.0,125.0,60.1,2.0,100.0,1,Toyota,,Manual,Diesel,2017,False
32349,13470.0,145.0,34.9,1.6,84.0,1,Hyundai,Tucson,Manual,Petrol,2018,False
58311,16500.0,147.25,44.8,1.4,38.0,2,Opel,Mokka,Manual,Petrol,2016,False
65665,6539.0,150.0,39.2,2.0,97.0,2,VW,Tiguan Allspace,Semi-Auto,Diesel,2019,False
20602,2000.0,145.0,54.3,1.0,98.0,3,Ford,EcoSport,Manual,Petrol,2018,False
15818,28915.0,145.0,22.1,3.2,35.0,2,Ford,Mustang,Semi-Auto,Petrol,2018,False
53675,27999.0,175.0,57.6,2.5,71.0,2,Toyota,RAV4,Automatic,Hybrid,2017,False
39180,10651.0,125.0,55.4,2.1,59.0,3,Mercedes,GLA-Class,Semi-Auto,Diesel,2015,False
69783,5000.0,145.0,49.6,1.0,50.0,4,VW,Golf,Manual,Petrol,2019,False
40166,27016.0,145.0,74.3,1.5,99.0,2,Mercedes,A-Class,Automatic,Diesel,2017,False
48302,5078.0,145.0,49.6,2.0,72.0,0,Skoda,Karoq,Manual,Diesel,2019,False
61340,8331.0,145.0,37.2,1.4,96.0,1,Opel,Mokka X,Semi-Auto,Petrol,2019,False
2473,21496.0,150.0,61.4,2.0,54.0,1,Audi,A6,Semi-Auto,Diesel,2017,False
61201,32492.0,165.0,44.8,1.6,60.0,2,Opel,Astra,Manual,Petrol,2014,False
63842,29603.0,175.0,42.2,1.4,3.1726830595677384,4,Opel,Zafira,Manual,Petrol,2017,False
70425,66980.0,95.0,67.3,2.0,57.0,4,VW,Golf,Manual,Diesel,2014,False
42157,53300.0,125.0,58.9,2.1,80.0,0,Mercedes,E-Class,Automatic,Diesel,2013,False
28524,5000.0,142.75,53.089999999999996,1.5,36.0,0,Ford,Focus,Manual,Diesel,2020,False
57468,20350.0,145.0,55.4,1.4,87.0,2,Opel,Corsa,Manual,Petrol,2017,False
22712,56539.0,145.0,74.3,1.5,47.0,2,Ford,Focus,Automatic,Diesel,2019,False
62506,9917.0,145.25,39.2,1.4,36.0,4,Opel,Mokka X,Manual,Petrol,2019,False
52235,11599.0,95.0,69.0,1.0,86.0,4,Toyota,AYGO,Manual,Petrol,2015,False
26415,9348.0,150.0,44.1,1.0,78.0,4,Ford,EcoSport,Semi-Auto,Petrol,2018,False
73901,20406.0,95.0,62.8,1.0,57.0,0,VW,Up,Automatic,Petrol,2014,False
45994,23200.0,95.0,68.9,2.1,52.0,3,Mercedes,B-Class,Automatic,Diesel,2015,False
9504,11749.0,145.0,62.8,2.0,92.0,4,BMW,3 Series,Automatic,Diesel,2019,False
50529,58268.0,95.0,53.3,1.4,62.0,2,Skoda,Octavia,Manual,Petrol,2015,False
31,35577.0,175.0,38.7,2.0,81.0,2,Audi,Q3,Manual,Petrol,2011,False
74625,18621.15,95.0,60.1,1.0,45.0,4,VW,Polo,Manual,Petrol,2016,False
24281,17221.0,95.0,62.8,1.0,94.0,1,Ford,Fiesta,Manual,Petrol,2017,False
22509,11157.0,130.5,55.610474477203354,1.0,40.0,3,Ford,Focus,Manual,Petrol,2019,False
25064,635.0,145.0,47.9,1.2,65.0,0,Ford,Ka+,Manual,Petrol,2019,False
3932,24435.0,175.0,44.864999999999995,2.0,76.0,0,Audi,TT,,Petrol,2015,False
11979,69941.0,160.0,52.3,2.0,87.0,4,BMW,X4,Manual,Diesel,2015,False
56397,41530.0,145.0,47.1,1.4,91.0,1,Opel,Mokka X,Manual,Petrol,2017,False
41695,15381.0,145.0,56.5,2.1,83.0,1,Mercedes,GLA-Class,Semi-Auto,Diesel,2018,False
71074,844.0,150.0,44.8,1.5,82.0,0,VW,Golf,Automatic,Petrol,2020,False
24394,17407.0,145.0,64.2,1.5,70.0,1,Ford,Kuga,Manual,Diesel,2017,False
526,50228.0,125.0,60.1,2.0,35.0,0,Audi,Q3,Manual,Diesel,2015,False
74746,3800.0,145.0,51.4,1.6,86.0,4,VW,T-Crossland,Automatic,Diesel,2019,False
56603,16380.0,145.0,39.2,1.4,62.0,3,Opel,Mokka X,Manual,Petrol,2019,False
3584,3952.0,145.0,44.8,2.0,34.0,1,Audi,A4,Automatic,Diesel,2019,False
10374,8748.0,145.0,44.8,2.0,73.0,2,BMW,3 Series,Semi-Auto,Petrol,2019,False
16869,11100.0,125.0,56.5,2.0,52.0,2,Ford,Galaxy,Manual,Diesel,2016,False
44906,2277.0,130.75,56.52,1.5,51.0,1,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
52204,21975.0,145.0,58.9,1.5,37.0,4,Toyota,Yaris,Manual,Petrol,2017,False
19697,5009.0,145.0,54.3,1.0,72.0,4,Ford,Fiesta,,Petrol,2017,False
69666,69941.0,125.0,61.4,1.6,38.0,3,VW,Touran,Manual,Diesel,2013,False
19446,2200.0,145.0,49.6,1.0,40.0,0,Ford,Focus,Manual,Petrol,2019,False
55950,69941.0,160.0,44.8,1.2,50.0,0,Opel,Corsa,Manual,Petrol,2003,False
40009,39195.0,117.0,78.5,2.1,41.0,3,Mercedes,C-Class,,Hybrid,2015,False
27517,27695.0,95.0,65.7,1.0,37.0,4,Ford,Fiesta,Manual,Petrol,2016,False
70882,1485.0,145.0,41.5,2.0,33.0,6,VW,Sharan,Semi-Auto,Diesel,2019,False
55742,36398.0,145.0,68.9,1.0,78.0,4,Toyota,AYGO,Manual,Petrol,2017,False
75173,27372.0,145.0,67.3,1.6,37.0,3,VW,Golf,,Diesel,2018,False
62173,12743.0,145.0,50.4,1.5,100.0,0,Opel,Insignia,Manual,Petrol,2019,False
63238,12834.0,160.0,51.355000000000004,1.4,59.0,0,Opel,Mokka,Manual,Petrol,2016,False
33831,32398.0,95.0,78.4,1.6,67.0,4,Hyundai,i30,Manual,Diesel,2015,False
29572,2922.0,145.0,64.2,1.6350000000000002,63.0,0,Ford,EcoSport,Manual,Diesel,2018,False
48716,15868.0,145.0,64.2,1.0,46.0,1,Skoda,Fabia,Manual,Petrol,2019,False
14371,104.0,145.0,54.3,2.0,98.0,4,BMW,3 Series,Manual,Diesel,2019,False
6548,21633.0,150.0,47.9,1.0,68.0,2,Audi,A1,Manual,Petrol,2018,False
475,12914.0,145.0,42.2,1.5,63.0,0,Audi,A3,Semi-Auto,Petrol,2019,False
55530,6500.0,140.0,72.4,2.0,62.0,1,Toyota,Corolla,Automatic,Hybrid,2019,False
34049,21156.0,145.0,21.549999999999997,1.6,53.0,4,Hyundai,ix20,Automatic,Petrol,2017,False
56973,36000.0,150.0,43.5,1.4,90.0,2,Opel,Mokka X,Semi-Auto,Petrol,2017,False
12296,6899.0,145.0,54.3,2.0,58.0,1,BMW,3 Series,Manual,Diesel,2019,False
60973,19561.0,175.0,42.2,1.6,31.0,0,Opel,Mokka X,Manual,Petrol,2019,False
15588,18192.0,145.0,65.7,1.0,97.0,2,Ford,Fiesta,,Petrol,2018,False
37189,2198.0,145.0,64.2,2.1,45.0,4,Mercedes,GLA-Class,Semi-Auto,Diesel,2019,False
55945,3541.0,150.0,43.5,1.4,73.0,3,Opel,Corsa,Manual,Petrol,2019,False
53987,35041.0,95.0,78.5,1.8,65.0,2,Toyota,Auris,Automatic,Hybrid,2016,False
67783,20898.0,125.0,57.6,2.0,33.0,0,VW,Passat,Semi-Auto,Diesel,2016,False
25735,16284.0,145.0,54.3,1.2,51.0,4,Ford,Fiesta,Manual,Petrol,2017,False
56960,1759.0,145.0,52.3,1.4,90.0,0,Opel,Astra,Manual,Petrol,2019,False
46566,5000.0,145.0,46.3,3.2,81.0,4,Mercedes,C-Class,Semi-Auto,Petrol,2020,False
56516,28000.0,125.0,51.4,1.2,76.0,0,Opel,Corsa,Manual,Petrol,2014,False
28472,41495.0,138.0,58.852500000000006,1.5,51.0,0,Ford,Focus,Manual,Diesel,2023,False
51018,30444.0,135.75,52.3,1.5,70.0,3,Skoda,Karoq,Manual,Petrol,2018,False
1209,9432.0,145.0,33.6,3.0,70.0,1,Audi,Q8,Semi-Auto,Diesel,2019,False
66473,47455.0,95.0,61.4,1.0,39.0,0,VW,Up,Manual,Petrol,2016,False
25931,12154.0,150.0,47.9,1.5,47.0,2,Ford,Focus,Automatic,Petrol,2018,False
73831,2757.0,145.0,30.4,2.0,53.0,0,VW,Tiguan,Semi-Auto,Petrol,2019,False
23399,20088.0,150.0,65.7,1.0,75.0,0,Ford,Fiesta,Manual,Petrol,2018,False
6754,1484.0,145.0,51.4,1.6,30.0,3,Audi,A3,Manual,Diesel,2019,False
8230,2425.0,145.0,51.4,1.5,35.0,1,BMW,X1,Manual,Petrol,2019,False
5868,17914.0,145.0,47.9,1.4,41.0,0,Audi,Q3,Semi-Auto,Petrol,2017,False
69099,23374.0,145.0,53.3,1.5,72.0,3,VW,T-Roc,Manual,Petrol,2018,False
66267,13403.0,145.0,52.3,1.0,53.0,0,VW,Polo,Manual,Petrol,2019,False
3227,25556.0,95.0,57.6,1.4,70.0,1,Audi,A3,Manual,Petrol,2016,False
17385,26928.0,95.0,65.7,1.0,81.0,1,Ford,Fiesta,Manual,Petrol,2017,False
49567,26333.0,95.0,62.8,2.0,91.0,2,Skoda,Superb,Manual,Diesel,2017,False
22296,30367.0,136.75,60.00250000000001,2.0,56.0,1,Ford,Focus,Manual,Petrol,2015,False
25886,40770.0,95.0,57.7,1.2,93.0,3,Ford,Ka,Manual,Petrol,2014,False
74719,8452.0,145.0,47.1,1.5,61.0,1,VW,Golf,Manual,Petrol,2019,False
32711,6220.0,150.0,48.7,1.6,57.0,3,Hyundai,Tucson,Manual,Diesel,2019,False
37474,9625.0,143.0,52.455474477203346,1.5,99.0,3,Mercedes,C-Class,Semi-Auto,Petrol,2019,False
22209,22766.0,95.0,60.1,1.0,49.0,2,Ford,Focus,Manual,Petrol,2017,False
73853,6542.0,175.0,33.6,3.0,47.0,3,VW,Amarok,Automatic,,2019,False
12363,31959.0,145.0,43.5,2.0,90.0,1,BMW,4 Series,Manual,Petrol,2017,False
48694,9886.0,145.0,55.4,1.5,61.0,0,Skoda,Octavia,Manual,Petrol,2018,0
60901,13331.0,150.0,39.2,1.4,37.0,1,Opel,Mokka X,Manual,Petrol,2018,False
40860,13435.0,145.0,52.3,1.6,73.0,1,Mercedes,A-Class,Semi-Auto,Petrol,2018,False
39163,17.0,145.0,47.1,2.0,49.0,0,Mercedes,SL-Class,Semi-Auto,Petrol,2019,False
14420,38902.0,175.0,43.42176751067029,3.0,33.0,4,BMW,2 Series,Automatic,Petrol,2015,False
55544,57423.0,150.0,60.1,2.0,44.0,3,Toyota,RAV4,Manual,Diesel,2017,False
23003,26275.0,145.0,41.5,2.0,40.0,4,Ford,Focus,Manual,Petrol,2017,False
22457,69941.0,160.0,44.8,1.6,38.0,2,Ford,Focus,Semi-Auto,Petrol,2014,False
5098,25105.0,165.0,45.6,2.0,82.0,2,Audi,A5,Semi-Auto,Petrol,2017,False
22085,13850.0,145.0,47.9,2.0,70.0,0,Ford,Kuga,Manual,Diesel,2019,False
32838,27815.0,125.0,50.4,1.4,40.0,0,Hyundai,ix20,Manual,Petrol,2016,0
11246,2269.0,145.0,87.55,3.2,60.0,3,BMW,M5,Semi-Auto,Petrol,2019,False
55912,5700.0,125.0,51.4,1.4,76.0,3,Opel,Astra,Manual,Petrol,2017,False
43184,49521.0,160.0,51.4,3.0,50.0,0,Mercedes,E-Class,Automatic,Diesel,2016,False
6643,3193.0,145.0,49.6,1.6,48.0,2,Audi,Q2,Manual,Diesel,2019,False
57287,22113.0,95.0,68.9,1.6,54.0,0,Opel,Mokka,Manual,Diesel,2015,False
63909,1032.0,145.0,21.549999999999997,1.5,43.0,1,Opel,Grandland X,Manual,Diesel,2020,False
4344,69941.0,145.0,52.3,2.0,46.0,1,Audi,Q3,Manual,Diesel,2015,False
73595,12584.0,145.0,64.2,1.0,94.0,2,VW,Polo,Manual,Petrol,2018,False
75157,6000.0,145.0,34.0,3.0,84.0,2,VW,Touareg,Automatic,Diesel,2019,False
12905,62368.0,150.0,58.9,2.0,81.0,3,BMW,4 Series,Automatic,Diesel,2017,False
73078,4050.0,145.0,45.6,1.5,45.0,1,VW,Golf,Automatic,Petrol,2019,False
36971,31736.0,95.0,65.7,2.0,72.0,2,Mercedes,E-Class,Semi-Auto,Diesel,2016,False
38261,27202.05,125.0,56.6,2.1,43.0,3,Mercedes,,Semi-Auto,Diesel,2015,False
1542,21000.0,150.0,57.7,2.0,38.0,2,Audi,Q3,Manual,Diesel,2017,False
50386,45.0,145.0,45.6,1.5,52.0,4,Skoda,Scala,Automatic,Petrol,2019,False
65526,69941.0,125.0,51.4,1.2,46.0,3,VW,Polo,Manual,Petrol,2019,False
26972,5478.0,150.0,57.7,1.0,75.0,3,Ford,Fiesta,Semi-Auto,Petrol,2017,0
25667,14594.0,125.0,60.1,2.0,100.0,3,Ford,Kuga,Manual,Diesel,2017,False
45823,1000.0,134.5,55.10999999999999,2.0,40.0,4,Mercedes,C-Class,Semi-Auto,Diesel,2020,False
16713,7124.0,131.25,53.472500000000004,1.6350000000000002,96.0,2,Ford,Focus,Manual,Petrol,2019,False
17120,20390.0,145.0,56.5,1.0,63.0,0,Ford,Fiesta,Manual,Petrol,2018,False
74020,17076.0,95.0,68.9,2.0,75.0,2,VW,Golf,Manual,Diesel,2016,False
36298,21210.0,134.0,54.325,2.0,49.0,2,Mercedes,C-Class,Automatic,Hybrid,2017,False
7317,58261.0,95.0,67.3,2.0,49.0,0,Audi,TT,Manual,Diesel,2015,0
7197,5000.0,145.0,39.8,1.5,36.0,3,Audi,Q3,Manual,Petrol,2019,False
