car_id,brand,model,year,transmission,mileage,fuel_type,tax,mpg,engine_size,paint_quality,previous_owners,has_damage
28270,Ford,Fiesta,2018,Manual,5541.0,Petrol,145.0,58.9,1.0,30.0,2,False
3485,Audi,A1,2019,Semi-Auto,8534.0,Petrol,145.0,40.9,2.0,90.0,2,False
49173,Skoda,Kamiq,2019,Manual,1500.0,Petrol,145.0,47.9,1.0,68.0,0,False
7161,Audi,A1,2019,Semi-Auto,,Petrol,145.0,44.8,1.5,69.0,0,False
52778,Toyota,AYGO,2020,Semi-Auto,4589.0,Petrol,150.0,56.5,1.0,45.0,0,False
50486,Skoda,Superb,2019,Manual,5378.0,Diesel,145.0,65.7,2.0,98.0,3,False
29043,Ford,Fiesta,2017,Manual,20110.0,Petrol,145.0,47.9,1.6,76.0,0,False
43804,Mercedes,C-Class,2017,Automatic,29645.0,Petrol,,,3.2,58.0,2,False
23220,Ford,Fiesta,2018,Manual,10419.0,Petrol,145.0,65.7,1.0,76.0,3,False
38182,Mercedes,C-Class,2018,Semi-Auto,8024.0,Diesel,,,2.1,61.0,4,False
16266,Ford,Focus,2023,Manual,19518.0,Diesel,95.0,74.3,1.5,81.0,0,False
20996,Ford,,2018,Manual,20556.0,Petrol,150.0,65.7,,100.0,20,False
40619,,C-Class,2016,Semi-Auto,32924.0,Diesel,,,2.1,79.0,4,False
42494,Mercedes,GLC-Class,2019,Semi-Auto,3999.0,,145.0,40.9,2.0,90.0,3,False
72503,VW,Golf,2016,Automatic,17455.0,Diesel,95.0,58.9,1.6,91.0,4,False
22869,,Focus,2018,Manual,32860.0,Diesel,,,1.5,58.0,4,False
5397,Audi,Q5,2019,Semi-Auto,10628.0,Diesel,145.0,38.2,2.0,85.0,1,False
41311,Mercedes,GLC-Class,2019,Semi-Auto,4000.0,Diesel,145.0,44.8,2.0,51.0,3,False
12291,BMW,5 Series,2014,Automatic,69941.0,Diesel,160.0,51.4,2.0,73.0,0,False
36495,Mercedes,E-Class,2019,Semi-Auto,13924.0,Diesel,145.0,65.7,2.0,72.0,4,False
1038,Audi,A1,2015,Manual,54566.0,Diesel,95.0,80.7,1.6,75.0,2,False
10453,BMW,3 Series,2019,Automatic,13136.0,Petrol,145.0,42.2,2.0,98.0,2,False
11689,BMW,X2,2020,Semi-Auto,14.0,Petrol,145.0,34.0,2.0,45.0,0,False
55711,Toyota,GT86,2020,Manual,1055.0,,145.0,33.2,2.0,78.0,2,False
58213,Opel,,2017,Manual,,Petrol,145.0,50.4,1.4,94.0,4,False
13248,BMW,4 Series,2024,Manual,42348.0,Petrol,175.0,40.4,2.0,86.0,2,False
72712,VW,Tiguan Allspace,2019,Semi-Auto,5900.0,Diesel,145.0,38.7,2.0,44.0,2,False
34957,Mercedes,E-Class,2019,Automatic,6999.0,Diesel,145.0,45.6,2.0,85.0,0,False
66768,VW,T-Crossland,2019,Automatic,6000.0,Petrol,145.0,45.6,1.0,62.0,0,False
62147,Opel,Astra,2020,,10.0,Petrol,145.0,54.3,1.2,38.0,6,False
9908,BMW,3 Series,2019,Semi-Auto,4758.0,Diesel,145.0,49.6,2.0,70.0,2,False
63734,Opel,Viva,2017,Manual,33000.0,Petrol,95.0,,1.0,43.0,3,False
40887,Mercedes,E-Class,2010,Automatic,69941.0,Diesel,175.0,44.1,2.1,58.0,1,False
66155,VW,T-Roc,2018,Manual,13431.0,Petrol,150.0,55.4,1.0,61.0,1,False
42314,Mercedes,C-Class,2019,Semi-Auto,14636.0,Diesel,145.0,61.4,2.0,98.0,4,False
14456,BMW,1 Series,2019,Manual,5500.0,Diesel,145.0,,1.5,87.0,3,False
71460,VW,Tiguan,2019,Manual,7000.0,Diesel,150.0,47.9,2.0,60.0,0,False
10162,BMW,1 Series,2009,Manual,69941.0,Petrol,95.0,42.8,2.0,56.0,3,False
9523,BMW,4 Series,2019,Semi-Auto,6592.0,Diesel,145.0,52.3,3.0,74.0,2,False
33334,Hyundai,Ioniq,2018,Automatic,13286.0,Hybrid,135.0,78.5,1.6,46.0,3,False
32829,Hyundai,i10,2014,Manual,37973.0,Petrol,95.0,57.6,1.2,78.0,3,False
37782,Mercedes,C-Class,2019,Semi-Auto,11130.0,Petrol,,,3.0,94.0,3,False
42466,Mercedes,C-Class,2019,Automatic,650.0,Petrol,145.0,46.3,1.5,77.0,4,True
49537,Skoda,Octavia,2017,Manual,25037.0,Petrol,95.0,62.8,1.0,79.0,3,False
36445,Mercedes,C-Class,2017,Semi-Auto,42294.0,Diesel,,,2.1,74.0,3,False
50822,,Kodiaq,2017,Manual,18533.0,Diesel,150.0,52.3,2.0,34.0,0,False
67938,VW,Passat,2019,Manual,71.0,Petrol,145.0,45.6,1.5,55.0,2,False
20397,Ford,Focus,2018,Manual,33362.0,Diesel,145.0,80.7,1.5,93.0,1,False
20241,Ford,Fiesta,2016,Manual,24408.0,Petrol,95.0,65.7,1.0,92.0,0,False
29702,Ford,Focus,2018,Manual,14000.0,Petrol,,,1.5,95.0,3,False
46627,Mercedes,GLC-Class,2019,Semi-Auto,13427.0,Diesel,145.0,56.5,2.1,96.0,2,False
8775,BMW,4 Series,2017,Automatic,62111.0,Diesel,95.0,70.6,2.0,53.0,4,False
71500,VW,T-Crossland,2020,Manual,7000.0,Diesel,145.0,52.3,1.6,44.0,2,False
64010,Opel,Corsa,2017,Manual,10758.0,Petrol,95.0,55.4,1.4,72.0,3,False
8167,BMW,1 Series,2015,Manual,53716.0,Diesel,95.0,62.8,2.0,82.0,1,False
6537,Audi,A1,2012,Automatic,56767.0,Petrol,125.0,53.3,1.4,88.0,1,False
44647,Mercedes,GLC-Class,2018,,26993.0,Diesel,145.0,56.5,2.1,43.0,0,False
3617,Audi,A1,2018,Manual,10080.0,Petrol,145.0,55.4,1.4,33.0,1,False
53469,Toyota,RAV4,2017,Manual,39839.0,Diesel,125.0,60.1,2.0,42.0,3,False
46283,Mercedes,V-Class,2013,Automatic,69941.0,Diesel,175.0,38.7,2.1,84.0,2,False
25200,Ford,Mondeo,2019,Manual,33.0,Diesel,145.0,65.7,2.0,47.0,1,False
72542,VW,Golf,2016,Semi-Auto,38254.0,Diesel,95.0,62.8,2.0,30.0,4,False
11929,BMW,5 Series,2013,Manual,65000.0,Diesel,125.0,58.9,,78.0,2,False
15959,Ford,Focus,2019,Automatic,825.0,Diesel,,,1.5,64.0,3,False
60670,Opel,Adam,2015,Manual,24069.0,Petrol,125.0,52.3,1.4,80.0,4,False
51575,Toyota,AYGO,2019,Manual,1000.0,Petrol,145.0,56.5,1.0,38.0,4,False
4980,Audi,Q2,2017,Semi-Auto,28000.0,Petrol,95.0,54.3,1.4,46.0,3,False
61121,Opel,Astra,2014,Automatic,17600.0,Petrol,175.0,39.8,1.6,80.0,0,False
51741,Toyota,Yaris,2015,Manual,40683.0,Petrol,95.0,55.0,1.3,46.0,0,False
66385,VW,Polo,2019,Manual,6789.0,Petrol,145.0,48.7,1.0,46.0,0,False
20700,Ford,Focus,2018,Manual,25000.0,Petrol,,,1.0,42.0,1,False
38033,Mercedes,C-Class,2019,Semi-Auto,4998.0,Petrol,,,2.0,30.0,1,False
6376,Audi,Q3,2016,Semi-Auto,30647.0,Diesel,145.0,51.4,2.0,83.0,4,False
3648,Audi,A3,2016,Automatic,23592.0,Petrol,95.0,55.4,1.4,88.0,3,False
28188,Ford,Fiesta,2018,Manual,12930.0,Petrol,145.0,65.7,1.0,82.0,1,False
71872,VW,Golf,2016,Semi-Auto,32749.0,Petrol,175.0,40.4,2.0,92.0,6,False
39660,Mercedes,E-Class,2019,Semi-Auto,14143.0,Diesel,145.0,72.4,2.0,52.0,2,False
50843,Skoda,Fabia,2017,Semi-Auto,24100.0,Petrol,95.0,60.1,1.2,32.0,1,False
4218,Audi,Q2,2017,Manual,25213.0,Petrol,145.0,52.3,1.4,83.0,1,False
38247,Mercedes,C-Class,2015,Semi-Auto,54000.0,Diesel,,,2.1,98.0,1,False
61235,Opel,Corsa,2019,Manual,,Petrol,145.0,43.5,1.4,76.0,0,False
11267,BMW,1 Series,2015,Manual,69941.0,Diesel,95.0,65.7,2.0,,0,False
40910,Mercedes,C-Class,2018,Semi-Auto,7661.0,Diesel,145.0,54.3,2.0,53.0,20,False
42321,Mercedes,E-Class,2017,Semi-Auto,24000.0,Diesel,145.0,65.7,2.0,32.0,2,False
54161,Toyota,Yaris,2017,Manual,9100.0,Petrol,95.0,58.0,1.3,48.0,1,False
46108,Mercedes,B-Class,2019,Automatic,5139.0,Diesel,145.0,60.1,1.5,52.0,1,False
42256,Mercedes,C-Class,2017,Semi-Auto,31727.0,Diesel,145.0,64.2,0.3070739443691206,64.0,0,False
41007,Mercedes,A-Class,2019,Automatic,9509.0,Petrol,145.0,35.8,2.0,45.0,1,False
52247,Toyota,Yaris,2017,Manual,23389.0,Petrol,145.0,58.9,1.5,85.0,2,True
55921,Opel,Mokka X,2019,Manual,13000.0,Petrol,145.0,39.2,1.4,69.0,1,False
74362,VW,Passat,2015,Semi-Auto,27836.0,Diesel,95.0,68.9,1.6,34.0,2,False
13338,BMW,1 Series,2013,Manual,69941.0,Diesel,95.0,65.7,2.0,50.0,2,False
25946,Ford,Kuga,2017,Manual,33389.0,Diesel,95.0,64.2,1.5,36.0,0,False
19118,Ford,Focus,2013,Manual,46830.0,Diesel,95.0,67.3,1.6,72.0,4,False
27891,Ford,Focus,2015,Manual,15392.0,Petrol,95.0,60.1,1.0,50.0,1,False
31362,Ford,Fiesta,2017,Manual,6555.0,Petrol,145.0,64.2,1.1,91.0,2,False
20236,Ford,Mondeo,2018,Manual,15692.0,Diesel,150.0,65.7,2.0,45.0,3,False
22811,Ford,Focus,2016,Manual,69941.0,Diesel,,,2.0,33.0,3,False
51813,Toyota,Yaris,2019,Manual,3099.0,Petrol,145.0,47.9,1.5,47.0,3,False
37557,Mercedes,C-Class,2019,Semi-Auto,11357.0,Diesel,,,2.0,42.0,0,False
74690,VW,Golf,2016,Semi-Auto,25000.0,Diesel,95.0,58.9,1.6,95.0,3,False
32267,Hyundai,Tucson,2019,Manual,17325.0,Petrol,145.0,87.55,1.6,67.0,1,True
39685,Mercedes,C-Class,2019,Semi-Auto,6685.0,Petrol,,,1.5,56.0,1,False
55296,Toyota,Auris,2016,Automatic,38237.0,Hybrid,95.0,78.5,1.8,39.0,1,False
36457,Mercedes,C-Class,2019,Semi-Auto,13539.0,Diesel,,,2.0,57.0,2,False
59474,Opel,Mokka X,2018,Manual,17168.0,Petrol,145.0,47.1,1.4,36.0,0,False
12626,BMW,3 Series,2016,Automatic,69941.0,Other,95.0,87.55,2.0,60.0,0,False
42720,Mercedes,S-Class,2015,Automatic,,Petrol,175.0,31.7,3.2,92.0,0,False
23679,Ford,Fiesta,2014,Manual,23576.0,Petrol,95.0,65.7,1.0,94.0,3,False
74429,VW,Golf,2019,Manual,11639.0,Petrol,145.0,45.6,1.5,99.0,4,False
13184,BMW,3 Series,0,Automatic,6148.0,Diesel,145.0,52.3,2.0,84.0,3,False
5687,Audi,Q3,2019,Manual,6000.0,Petrol,145.0,40.9,1.5,36.0,0,False
41924,Mercedes,B-Class,2019,Semi-Auto,12569.0,Petrol,145.0,45.6,1.3,55.0,3,False
20997,Ford,Fiesta,2019,Manual,17.0,Petrol,145.0,58.9,1.0,72.0,0,False
27157,Ford,Focus,2018,Manual,11589.0,Diesel,,,1.5,32.0,2,False
62615,Opel,Combo Life,0,Manual,6690.0,Diesel,145.0,53.3,1.5,93.0,4,False
7514,BMW,5 Series,2017,Semi-Auto,21068.0,Diesel,145.0,62.8,2.0,46.0,3,False
53435,Toyota,Avensis,2017,Manual,22640.0,Diesel,95.0,67.3,1.6,44.0,0,False
64687,Opel,GTC,2015,Manual,47870.0,Diesel,125.0,,2.0,30.0,4,False
37867,Mercedes,A-Class,2014,Semi-Auto,35677.0,Diesel,95.0,68.9,2.1,51.0,0,False
70643,VW,Golf,2017,Automatic,53600.0,Diesel,95.0,58.9,1.6,75.0,0,False
29850,Ford,Mondeo,2017,Manual,36708.0,Diesel,145.0,64.2,2.0,89.0,2,False
38803,Mercedes,C-Class,2019,Semi-Auto,8208.0,Diesel,145.0,57.7,2.0,36.0,3,False
73781,VW,Golf,2018,Automatic,21911.0,Diesel,175.0,57.7,2.0,65.0,0,False
52924,Toyota,Auris,2017,Automatic,33388.0,Hybrid,95.0,78.5,1.8,48.0,3,False
40522,Mercedes,C-Class,2018,Automatic,5905.0,Petrol,145.0,49.6,2.0,60.0,0,False
1337,Audi,A4,2013,Automatic,43000.0,Diesel,150.0,49.6,3.0,67.0,4,False
30040,Ford,Kuga,2018,Manual,29428.0,Diesel,145.0,54.3,1.5,47.0,0,False
58082,Opel,Mokka,2016,Manual,17204.0,Petrol,160.0,44.8,1.4,82.0,0,False
48128,Skoda,Yeti Outdoor,2017,Semi-Auto,27500.0,Petrol,145.0,51.4,1.2,80.0,3,True
62427,Opel,Mokka X,2019,Manual,8722.0,Petrol,145.0,39.2,1.4,77.0,0,False
50793,Skoda,Superb,2019,Manual,9519.0,Diesel,145.0,65.7,2.0,55.0,2,False
27226,Ford,Fiesta,2017,Manual,11544.0,Petrol,145.0,65.7,1.0,85.0,2,False
59730,Opel,Astra,2018,Manual,19027.0,Petrol,145.0,64.2,1.0,82.0,0,False
25773,Ford,Fiesta,2019,Manual,8307.0,Petrol,145.0,58.9,1.0,51.0,2,False
43362,Mercedes,C-Class,2019,Automatic,2326.0,Petrol,,,1.5,98.0,3,False
32563,Hyundai,Tucson,2017,Manual,24010.0,Petrol,145.0,44.8,1.6,79.0,0,False
16025,Ford,Focus,2016,Manual,30085.0,Diesel,95.0,74.3,1.5,69.0,1,False
67684,VW,Tiguan,2017,Manual,20895.0,Diesel,145.0,50.4,2.0,,1,False
18499,Ford,Focus,2017,Semi-Auto,31648.0,Diesel,145.0,74.3,1.5,65.0,0,False
49959,Skoda,Roomster,2013,Manual,56950.0,Diesel,125.0,60.1,1.6,80.0,0,False
63573,Opel,Insignia,2016,Automatic,69941.0,Diesel,125.0,57.6,1.6,44.0,1,False
52646,Toyota,Yaris,2016,Manual,21403.0,Petrol,95.0,58.0,1.3,89.0,3,False
39745,Mercedes,C-Class,2018,Semi-Auto,9250.0,Petrol,,,1.5,89.0,2,False
69502,VW,Tiguan,2013,Manual,56933.0,Diesel,145.0,53.3,2.0,53.0,0,False
72899,VW,Golf,2015,Manual,25000.0,Petrol,145.0,47.1,2.0,49.0,1,False
33301,Hyundai,,2017,Manual,9225.0,Diesel,145.0,65.7,1.7,59.0,0,False
74257,VW,Golf,2019,Manual,100.0,Diesel,150.0,68.9,1.6,98.0,0,False
4628,Audi,A3,2015,Automatic,13357.0,Petrol,160.0,43.5,1.8,58.0,0,False
7801,BMW,2 Series,0,Manual,3890.0,Petrol,145.0,43.5,1.5,83.0,4,False
15575,Ford,Focus,2016,Automatic,10703.0,Petrol,160.0,44.8,1.6,80.0,1,False
11856,BMW,4 Series,2019,Semi-Auto,,Diesel,145.0,49.6,3.0,96.0,0,False
58202,Opel,Corsa,2005,Manual,69941.0,Petrol,145.0,,1.2,30.0,4,False
32003,Hyundai,Tucson,2019,Manual,6222.0,Hybrid,145.0,48.7,1.6,87.0,3,False
66631,VW,CC,2015,Semi-Auto,32878.0,Diesel,125.0,56.5,2.0,30.0,1,False
11547,BMW,2 Series,2014,Manual,37148.0,Diesel,95.0,62.8,2.0,89.0,3,False
573,Audi,Q3,2018,Semi-Auto,17953.0,Petrol,145.0,40.4,2.0,58.0,3,False
61669,Opel,Astra,2017,Manual,14313.0,Petrol,125.0,51.4,1.4,40.0,2,False
3856,Audi,Q5,2020,Semi-Auto,4564.0,Diesel,145.0,34.5,3.0,93.0,2,False
28112,Ford,Focus,2018,Manual,11842.0,Petrol,,,1.0,45.0,0,False
54705,Toyota,AYGO,2016,Automatic,10610.0,Petrol,95.0,67.0,1.0,33.0,0,False
35936,Mercedes,C-Class,2019,Semi-Auto,8370.0,Petrol,145.0,29.4,3.0,81.0,0,False
66968,VW,Tiguan,0,Semi-Auto,25473.0,Diesel,125.0,57.6,2.0,69.0,2,False
17593,Ford,B-Max,2012,Manual,39384.0,Diesel,175.0,70.6,2.6312004729689877,76.0,1,False
938,Audi,A8,2018,Automatic,9756.0,Petrol,145.0,37.7,3.0,51.0,4,False
58973,Opel,Mokka,2016,Manual,30267.0,Petrol,160.0,44.8,1.4,66.0,2,False
29484,Ford,Focus,2019,Manual,21480.0,Petrol,,,1.0,68.0,1,False
27294,Ford,Fiesta,2019,Manual,12130.0,Petrol,145.0,56.5,1.0,37.0,2,False
23849,Ford,Focus,2019,Manual,11834.0,Diesel,,,1.5,64.0,4,False
42927,Mercedes,E-Class,2019,Automatic,10860.0,Diesel,145.0,72.4,2.0,88.0,0,False
20340,Ford,Focus,2018,Manual,5400.0,Petrol,,,1.0,66.0,4,False
18558,Ford,Focus,2017,Manual,28036.0,Diesel,145.0,74.3,1.5,68.0,0,False
45233,Mercedes,E-Class,2015,Semi-Auto,25787.0,Diesel,125.0,,2.1,46.0,2,False
67132,VW,Golf,2019,Manual,17.0,Petrol,145.0,21.549999999999997,1.5,64.0,1,False
22614,Ford,Kuga,2023,Manual,32544.0,Diesel,145.0,54.3,2.0,65.0,2,False
69402,VW,Touareg,2016,Unknown,45203.0,Diesel,175.0,42.8,3.0,40.0,0,False
34714,Hyundai,i30,2018,Manual,11651.0,Diesel,145.0,74.3,1.6,47.0,3,False
40187,Mercedes,GLA-Class,2019,Semi-Auto,11229.0,Petrol,145.0,36.2,1.6,44.0,4,False
36677,Mercedes,C-Class,2016,Automatic,40267.0,Hybrid,,,2.0,,2,False
31363,Ford,Focus,2017,Manual,13000.0,Petrol,,,,78.0,2,False
16569,Ford,Focus,2015,Manual,51000.0,Petrol,95.0,60.1,1.0,62.0,3,False
48009,Skoda,Superb,2020,Semi-Auto,575.0,Hybrid,135.0,87.55,1.4,51.0,3,False
45040,Mercedes,GLA-Class,2017,Semi-Auto,50000.0,Diesel,145.0,67.3,2.1,34.0,3,False
21992,Ford,Puma,2020,Manual,1879.0,Petrol,145.0,50.4,1.0,97.0,2,False
36208,Mercedes,CL-Class,2018,Automatic,22741.0,Diesel,145.0,52.3,2.1,37.0,2,False
70716,VW,Golf,2019,Manual,3744.0,Petrol,150.0,45.6,1.5,96.0,4,False
58016,Opel,Corsa,2019,Manual,100.0,Petrol,145.0,43.5,1.4,76.0,0,True
27309,Ford,Focus,2018,Manual,7305.0,Petrol,,,2.0,64.0,3,False
7092,Audi,Q2,2018,Automatic,9571.0,Petrol,145.0,54.3,1.4,96.0,0,False
46820,Skoda,Fabia,2017,Manual,36000.0,Petrol,145.0,64.2,1.0,2.72515271650839,4,False
33572,Hyundai,Tucson,2020,Manual,146.0,Diesel,150.0,48.7,1.6,72.0,2,False
61112,Opel,Astra,2011,Manual,69941.0,Diesel,125.0,58.9,2.0,82.0,1,False
38636,Mercedes,C-Class,2019,Automatic,1000.0,Petrol,,,2.0,,1,False
60429,Opel,Crossland X,2019,Automatic,13111.0,Petrol,145.0,42.2,1.2,87.0,4,False
62113,Opel,Insignia,2019,Manual,25000.0,Diesel,145.0,54.3,2.0,,1,False
7528,BMW,6 Series,2016,Semi-Auto,39950.0,Diesel,175.0,49.6,3.0,79.0,2,False
10950,BMW,4 Series,2015,Manual,32423.0,Diesel,145.0,53.3,2.0,50.0,3,False
34782,Hyundai,Tucson,2018,Manual,7482.0,Petrol,145.0,44.8,1.6,93.0,4,False
56337,Opel,Corsa,2016,Manual,39506.0,Petrol,95.0,55.4,1.4,63.0,4,False
50786,Skoda,Yeti,2012,Semi-Auto,32174.0,Petrol,125.0,51.4,1.2,75.0,1,False
4080,Audi,A3,2016,Automatic,26000.0,Diesel,125.0,61.4,2.0,35.0,3,False
56325,Opel,Astra,2016,Automatic,31205.0,Petrol,125.0,51.4,1.4,36.0,4,False
47577,Skoda,Fabia,2019,Manual,1479.0,Petrol,145.0,57.7,1.0,84.0,1,False
47813,Skoda,Fabia,2016,Manual,15658.0,Petrol,95.0,58.8,1.0,82.0,0,False
63727,Opel,Mokka X,2018,Manual,19593.0,Petrol,145.0,39.2,1.4,32.0,3,False
44277,Mercedes,C-Class,2019,Automatic,3070.0,Diesel,,,1.6,41.0,0,False
65382,VW,Golf,2016,Manual,29837.0,Petrol,95.0,53.3,1.4,83.0,1,False
54014,Toyota,Avensis,2017,Manual,43795.0,Diesel,145.0,67.3,1.6,63.0,0,False
24688,,Focus,2017,Manual,21388.0,Diesel,,,1.5,65.0,1,False
12779,BMW,5 Series,2016,Semi-Auto,69941.0,Diesel,125.0,60.1,2.0,39.0,0,False
36700,Mercedes,C-Class,2019,,2136.0,Diesel,145.0,54.3,2.0,77.0,2,False
44668,Mercedes,CL-Class,2017,Semi-Auto,13100.0,Diesel,145.0,67.3,2.1,50.0,2,False
63924,Opel,Mokka X,2017,Manual,52148.0,Diesel,145.0,65.7,1.6,34.0,2,False
14227,BMW,3 Series,2016,Automatic,31000.0,Diesel,175.0,49.6,3.0,99.0,3,False
55461,Toyota,Auris,2014,Automatic,34611.0,Hybrid,95.0,72.4,1.8,71.0,4,False
28511,Ford,Kuga,2017,Automatic,7637.0,Petrol,145.0,38.2,1.5,73.0,20,False
66066,VW,Golf,2016,Manual,50340.0,Diesel,95.0,74.3,1.6,32.0,4,False
69259,VW,Up,2019,Manual,10.0,Petrol,145.0,54.3,1.0,83.0,4,False
64777,Opel,Mokka X,2017,Automatic,38355.0,Petrol,150.0,43.5,1.4,60.0,4,False
62465,Opel,Astra,2017,Manual,,Petrol,145.0,64.2,1.0,77.0,2,False
11112,BMW,X3,2013,Automatic,69941.0,Diesel,175.0,47.1,3.0,41.0,4,False
33233,Hyundai,Santa Fe,2020,Semi-Auto,10.0,Diesel,145.0,39.2,2.2,91.0,0,False
13158,BMW,1 Series,2016,Semi-Auto,16279.0,Petrol,175.0,37.7,3.0,97.0,1,False
53115,Toyota,Prius,2015,Automatic,42929.0,Other,175.0,72.4,1.8,32.0,1,False
28969,Ford,Kuga,2017,Manual,28930.0,Diesel,95.0,64.2,1.5,45.0,3,False
67218,VW,T-Crossland,2019,Automatic,7500.0,Diesel,145.0,51.4,1.6,56.0,0,False
39884,Mercedes,A-Class,2019,Semi-Auto,1000.0,Petrol,145.0,36.7,2.0,49.0,1,False
34411,Hyundai,Santa Fe,2019,Automatic,4566.0,Diesel,145.0,42.2,2.2,32.0,0,False
65619,VW,Golf,2016,Manual,27454.0,Petrol,95.0,53.3,1.4,46.0,2,False
44490,Mercedes,E-Class,2019,Semi-Auto,1145.0,Petrol,145.0,32.1,3.0,48.0,3,False
4741,Audi,Q7,2019,Automatic,9898.0,Diesel,145.0,32.8,3.0,,0,False
9684,BMW,4 Series,2019,Semi-Auto,6455.0,Petrol,,39.2,3.0,78.0,0,False
7135,Audi,A6,2019,Automatic,2000.0,Diesel,145.0,50.4,2.0,79.0,2,False
40476,Mercedes,C-Class,2016,Automatic,45000.0,Diesel,95.0,65.7,2.1,67.0,4,False
42869,Mercedes,C-Class,2017,Semi-Auto,14812.0,Diesel,,,1.6,76.0,4,False
36589,Mercedes,E-Class,2019,Automatic,5493.0,Diesel,145.0,48.7,3.0,87.0,2,False
42175,Mercedes,A-Class,2018,Manual,30066.0,Diesel,150.0,68.9,1.5,73.0,0,False
62415,Opel,Viva,2015,Manual,30500.0,Petrol,95.0,62.8,1.0,31.0,0,False
35656,Mercedes,E-Class,2016,Semi-Auto,14815.0,Diesel,125.0,61.4,2.1,36.0,6,False
60394,Opel,Astra,2019,Manual,8955.0,Petrol,145.0,47.1,1.4,37.0,3,False
16186,Ford,Fiesta,2016,Manual,32332.0,Petrol,125.0,54.3,1.2,75.0,0,False
3173,Audi,A5,2017,Semi-Auto,23824.0,Petrol,145.0,38.2,0.1545293172703747,59.0,1,False
47257,Skoda,Karoq,0,Automatic,6560.0,Diesel,145.0,41.5,2.0,72.0,3,False
51294,Toyota,Auris,2014,Automatic,32624.0,Hybrid,95.0,72.4,1.8,73.0,2,False
6027,Audi,A3,2019,,6000.0,Diesel,145.0,49.6,1.6,80.0,0,False
20680,Ford,Kuga,2019,Manual,8319.0,Diesel,145.0,47.9,2.0,54.0,1,False
64673,Opel,Mokka X,2019,Manual,4705.0,Petrol,145.0,39.2,1.4,46.0,1,False
10291,BMW,3 Series,2018,Semi-Auto,16244.0,Petrol,150.0,48.7,2.0,50.0,1,False
71992,VW,Golf,2017,,26000.0,Petrol,145.0,87.55,1.4,62.0,2,False
12774,BMW,4 Series,2016,Manual,43052.0,Diesel,95.0,87.55,2.0,82.0,2,False
15058,Ford,Fiesta,2018,Manual,7380.0,Petrol,145.0,55.4,1.0,90.0,2,False
48968,Skoda,Superb,2020,Semi-Auto,15.0,Hybrid,140.0,87.55,1.4,75.0,0,False
31287,Ford,Focus,2018,Manual,,Diesel,145.0,74.3,1.5,87.0,3,False
49279,Skoda,Fabia,0,Manual,14149.0,Petrol,145.0,61.4,1.0,37.0,2,False
69408,VW,Golf,2019,Automatic,100.0,Petrol,150.0,32.8,2.0,69.0,4,False
40356,Mercedes,E-Class,2019,Automatic,4121.0,Diesel,145.0,53.3,2.0,36.0,1,False
58604,Opel,Mokka X,2017,Manual,28945.0,Petrol,145.0,47.1,1.4,78.0,3,False
50715,Skoda,Octavia,2016,Manual,20663.0,Petrol,95.0,55.4,1.4,72.0,1,False
52287,Toyota,AYGO,2019,Manual,5426.0,Petrol,145.0,57.7,1.0,56.0,0,False
52590,Toyota,,2017,Manual,25724.0,Petrol,95.0,55.0,1.3,33.0,3,False
52816,Toyota,Auris,2015,Automatic,37784.0,Hybrid,95.0,78.5,1.8,87.0,0,False
16379,Ford,Focus,2017,Manual,22864.0,Petrol,,,2.0,43.0,1,False
40138,Mercedes,V-Class,2018,Manual,23075.0,Diesel,145.0,46.3,2.1,45.0,3,False
63496,Opel,Zafira,2017,Manual,46191.0,Petrol,175.0,42.2,1.4,97.0,0,False
17447,Ford,Focus,2018,Manual,24396.0,Petrol,145.0,57.7,1.0,38.0,2,False
55547,Toyota,Yaris,2017,Manual,16548.0,Petrol,145.0,58.9,1.5,99.0,4,False
53967,Toyota,AYGO,2017,Manual,26779.0,Petrol,145.0,68.9,1.0,48.0,0,False
1125,Audi,Q5,2020,Semi-Auto,5000.0,Diesel,145.0,32.5,3.0,90.0,2,False
31399,Ford,Focus,2017,Manual,17105.0,Petrol,,,1.0,69.0,1,False
61381,Opel,Crossland X,2020,Manual,10.0,Petrol,145.0,,1.2,97.0,3,False
33805,Hyundai,Tucson,2016,,29051.0,Diesel,95.0,61.7,1.7,,2,False
40305,Mercedes,C-Class,2018,Semi-Auto,10998.0,Petrol,145.0,46.3,1.5,87.0,3,False
33048,Hyundai,i20,2010,Manual,60179.0,Petrol,150.0,50.4,1.4,87.0,2,False
39313,Mercedes,C-Class,2019,Automatic,12449.0,Petrol,145.0,45.6,1.5,86.0,1,False
22275,,Focus,2018,Manual,19862.0,Petrol,145.0,60.1,,95.0,4,False
21890,Ford,Focus,2016,Unknown,47832.0,Diesel,95.0,74.3,1.5,39.0,2,False
7726,BMW,2 Series,2019,Manual,2639.0,Diesel,145.0,64.2,,30.0,1,False
25973,Ford,Fiesta,2017,Manual,9867.0,Petrol,150.0,64.2,1.1,30.0,3,False
44623,Mercedes,M-Class,2011,Automatic,69000.0,Diesel,175.0,32.5,3.0,69.0,3,False
18736,Ford,Fiesta,2019,Manual,2818.0,Petrol,145.0,58.9,1.0,65.0,4,False
45044,Mercedes,C-Class,2017,Automatic,42104.0,Diesel,,,2.1,69.0,2,False
26595,Ford,Fiesta,2017,Manual,23337.0,Petrol,,65.7,1.0,56.0,4,False
